"id","date","state","city","department","victim_number","victim_weight","reported_pitbull","actual_breed","source","source2","source3","victim_name","officer_name","seizure","survival","children","hospitalization","hospitalization_police_injury","arrest","fine","uniform","warrant_or_pc","beware_of_dog","suspension","firing","lawsuit","criminal_charge"
734,"2009-02-07","Nevada","Las Vegas","Las Vegas Police Department",1,50,1,"Pit Bull 6yo","http://www.reviewjournal.com/news/familys-pet-coco-killed-police",,,"Coco","Seven Unknown Police",1,0,1,0,0,0,0,"Uniform",0,2,0,0,2,0
735,"2014-05-12","Florida","Orlando","Orlando Police Department",1,2,1,"Unconfirmed","http://www.wftv.com/news/news/local/orlando-police-officer-shoots-dog-after-being-bitt/nftZ6/",,,"Unknown Pit Bull","Unknown",1,2,2,0,0,2,2,"Uniform",3,3,0,0,0,0
737,"2014-07-20","Wisconsin","Racine","Racine Police Department",2,2,1,"Unconfirmed","http://journaltimes.com/news/local/crime-and-courts/police-shoot-two-dogs-one-dead/article_576b8c08-3ce8-58f2-82ed-5f06ed11f106.html",,,"Two Unknown Dogs","Unknown",1,0,2,0,0,2,2,"Uniform",3,3,0,0,0,0
738,"2014-07-29","Georgia","Athens","Athens-Clarke County Police Department",1,50,1,"Pit Bull","http://www.accessnorthga.com/detail.php?n=277710",,,"Boney","Unknown",1,0,1,1,0,2,2,"Uniform",1,3,0,0,0,0
739,"2014-08-18","Kansas","Topeka","Topeka Police Department",2,2,1,"Unconfirmed","http://cjonline.com/news/2014-08-18/topeka-officer-shoots-kills-pit-bull",,,"Two Unknown Dogs Pit Bull","Unknown",1,0,1,0,0,2,2,"Uniform",3,3,0,0,0,0
740,"2014-08-18","Ohio","Celina","Celina Police Department",1,2,1,"Unconfirmed","http://www.indianasnewscenter.com/news/local/Officer-Shoots-Attacking-Pit-Bull-In-Celina-271715431.html",,,"Unknown Pit Bull","Unknown",1,1,1,0,0,2,1,"Uniform",3,1,0,0,0,0
741,"2014-06-27","Pennsylvania","North Middleton Township","North Middleton Police Department",1,2,1,"Unconfirmed","http://www.pennlive.com/midstate/index.ssf/2014/06/pit_bull_shot_killed_after_att.html",,,"Unknown Pit Bull","Peter Castle",2,0,2,0,0,2,2,"Uniform",3,3,0,0,0,0
742,"2014-06-25","North Carolina","Goldsboro / Mar-Mac","Wayne County Sheriff&rsquo;s Office",5,2,1,"Unconfirmed","http://www.wncn.com/story/25870010/pit-bulls-attack-person-charge-deputy-in-wayne-co",,,"Diamond and 4 unknown dogs","Unknown",1,0,2,1,0,1,1,"Uniform",1,2,0,0,0,0
743,"2014-06-22","Michigan","Flint","Flint Police Department",1,100,0,"Unconfirmed","http://www.mlive.com/news/flint/index.ssf/2014/07/flint_police_forced_to_shoot_1.html",,,"Unknown","Two Unknown Police",1,0,1,1,0,2,2,"Uniform",3,3,0,0,0,0
744,"2014-07-09","Connecticut","New Haven","New Haven Police Department",1,2,1,"Unconfirmed","http://www.newhavenindependent.org/index.php/archives/entry/pitbull_attacks_cop/",,,"Unknown Pit Bull","Michael Haines",1,0,0,1,0,0,2,"Uniform",3,3,0,0,0,0
745,"2014-07-16","Maryland","Mechanicsville","Maryland State Police",1,2,1,"Unconfirmed","http://www.wbaltv.com/news/police-trooper-shoots-wounds-pit-bull-in-attack/26984670#!bgsaXy",,,"Unknown Pit Bull","Unknown Female Officer",0,2,0,0,0,2,2,"Uniform",1,2,0,0,0,0
746,"2014-05-25","Oregon","Grants Pass","Oregon State Police",1,2,1,"Unconfirmed","http://www.oregonlive.com/pacific-northwest-news/index.ssf/2014/05/trooper_shoots_pit_bull_that_attacked_during_arrest_near_grants_pass.html",,,"Unknown Pit Bull","Josh Quick",0,0,0,1,0,1,1,"Uniform",1,2,0,0,0,0
747,"2014-06-05","New Jersey","Howell Township","Howell Township Police Department",1,2,1,"Unconfirmed","http://www.app.com/story/news/crime/jersey-mayhem/2014/06/04/howell-police-officer-shoots-dog/9989141/",,,"Bentley George","Unknown",2,0,0,0,0,0,2,"Uniform",1,2,0,0,2,0
748,"2014-06-05","Indiana","South Bend","South Bend Police Department",1,2,1,"Unconfirmed","http://www.southbendtribune.com/news/crime/south-bend-police-officer-kills-pit-bull/article_f365f9b6-eda0-11e3-96cf-0017a43b2370.html",,,"Unknown Pit Bull","Two Unknown Police",1,0,1,0,0,2,2,"Uniform",3,3,0,0,0,0
749,"2014-06-08","Ohio","Cincinnati","Cincinnati Police Department",1,2,1,"Unconfirmed","http://www.cincinnati.com/story/news/crime/2014/06/08/pit-bull-shot-killed-by-police/10212311/",,,"Unknown Pit Bull","Unknown",2,0,2,0,0,0,1,"Uniform",3,3,0,0,0,0
750,"2014-06-14","California","Riverside","Riverside County Sheriff&rsquo;s Department",2,2,1,"Belgian Malinois and Unconfirmed","http://ktla.com/2014/06/18/riverside-k-9-wounded-by-deputy-during-search-for-felony-suspect/",,,"Tessa and Unknown Dog","Kari Cranfill and Unknown Deputy",1,2,2,0,0,2,2,"Uniform",2,2,2,0,0,0
751,"2014-05-23","Florida","Saint Augustine","Saint Johns County Sheriff&#039;s Office",2,2,1,"Unconfirmed","http://www.firstcoastnews.com/story/news/crime/2014/05/23/pit-bull-attacks-deputies-st-augustine/9500195/",,,"Ryker and Unknown Pit Bull","Unknown",0,1,1,1,0,3,3,"Uniform",3,3,0,0,0,0
752,"2014-04-08","Washington","Spokane Valley","Spokane Valley Sheriff&rsquo;s Department",2,2,1,"Unconfirmed 11yo","http://www.krem.com/news/Deputys-K9-recovering-after-attack-254595231.html",,,"Laslo","Jeff Thurman",1,0,0,0,0,1,1,"Uniform",3,3,0,0,0,0
753,"2014-05-08","Michigan","Kalamazoo","Kalamazoo Department of Public Safety",1,2,1,"Unconfirmed","http://www.mlive.com/news/kalamazoo/index.ssf/2014/05/pit_bull_shot_and_killed_by_ka.html",,,"Boss","Ryan Preston",2,0,0,1,0,1,1,"Uniform",0,2,0,0,0,0
754,"2014-05-17","Virginia","Newport News","Newport News Police Department",1,2,1,"Unconfirmed","http://hamptonroads.com/2014/05/newport-news-police-officer-shoots-dog-attack",,,"Unknown Pit Bull","Unknown",1,2,2,0,0,2,2,"Uniform",3,3,0,0,2,0
755,"2014-05-19","Pennsylvania","West Manheim Township","West Manheim Township Police Department",1,2,1,"Unconfirmed","http://www.yorkdispatch.com/breaking/ci_25795134/8-displaced-by-hanover-area-blaze",,,"Unknown Pit Bull","Police Chief Tim Hippensteel, Toby Wildasin",1,1,2,0,0,1,1,"Uniform",0,3,0,0,0,0
756,"2014-05-20","Ohio","Colerain Township","Colerain Police Department",1,2,1,"Unconfirmed","http://www.cincinnati.com/story/news/crime/2014/05/21/colerain-police-shoot-kill-pit-bull-arrest-2-in-drug-investigation/9365563/",,,"Tank","Scott Owen and Mike Owens ",1,0,2,0,0,1,1,"Uniform",2,2,0,0,0,0
757,"2014-05-22","Pennsylvania","Pittsburgh - Brentwood","Brentwood Boro Police Department",2,2,1,"Unconfirmed","http://pittsburgh.cbslocal.com/2014/05/22/pit-bulls-quarantined-after-attacking-brentwood-officer/",,,"Two Unknown Dogs Pit Bull","Unknown",1,1,0,1,0,0,2,"Uniform",0,2,0,0,2,0
759,"2013-11-11","New York","Albany","Albany-Dougherty Drug Unit and Albany Police Department",1,2,1,"Unconfirmed","http://www.albanyherald.com/news/2013/nov/11/albany-dougherty-drug-unit-officer-shoots-kills/",,,"Unknown Pit Bull","Ben Persley",1,0,0,1,0,1,1,"Uniform",1,2,1,0,0,0
760,"2013-08-24","Rhode Island","Warwick","Warwick Police Department",1,2,1,"Unconfirmed","http://www.turnto10.com/story/23246603/warwick-police-officer-shoots-pitbull-after-it-attacks-him-while-on-duty",,,"Diesel","Daniel O&#039;Connell",1,1,0,2,0,1,1,"Uniform",1,2,0,0,0,0
761,"2013-07-13","Pennsylvania","McKeesport","McKeesport Police Department",1,50,1,"Pit Bull","http://pittsburgh.cbslocal.com/2013/07/16/officer-hospitalized-after-pit-bull-attack-dog-killed/",,,"Goochie","Frank Durante",1,0,0,1,0,0,2,"Uniform",1,2,0,0,0,0
763,"2014-03-29","California","Los Angeles","Los Angeles Police Department",1,2,1,"Unconfirmed","http://abc30.com/archive/9485223/",,,"Unknown Pit Bull","Unknown Female Officer",1,0,0,1,0,1,1,"Uniform",3,3,0,0,0,0
764,"2014-03-20","Texas","Houston","Harris County Sheriff&#039;s Office",2,2,1,"Unconfirmed","http://www.click2houston.com/news/vicious-pit-bulls-attack-neighbors/25082732",,,"Two Unknown Dogs Pit Bull","Unknown Police and Animal Control Officers",1,0,2,2,0,2,2,"Uniform",3,3,0,0,0,0
765,"2014-03-17","Arizona","Phoenix","Phoenix Police Department",1,2,1,"Unconfirmed","http://www.azfamily.com/news/Police-shoot-pit-bull-officers-feared-dog-would-attack-kids-250725431.html",,,"Unknown Pit Bull","Unknown",1,0,1,0,0,2,2,"Uniform",3,3,0,0,0,0
766,"2014-02-04","South Carolina","Dillon","Dillon County Sheriff&#039;s Office",2,2,1,"Unconfirmed","http://charlotte.cbslocal.com/2014/02/06/state-worker-in-coma-after-pit-bull-attack/",,,"Two Unknown Dogs Pit Bull","Unknown",1,0,0,1,0,2,2,"Uniform",2,2,0,0,0,0
767,"2009-07-10","Florida","Tallahassee","Tallahassee Police Department",1,50,0,"Mixed Breed","http://www.wctv.tv/home/headlines/Man-Settles-Suit-with-Tallahassee-Police-Over-Dog-Shooting-201666411.html",,,"Smitty","Joseph Azevedo and Mark Adrick",1,0,0,0,0,1,1,"Uniform",2,2,0,0,1,0
768,"2014-07-22","Florida","Miami","Miami-Dade Police Department",1,2,0,"Unconfirmed","http://miamiherald.typepad.com/deadline-miami/2014/07/miami-officer-shoots-dog-attacking-police-horse.html",,,"Unknown","Unknown",1,0,2,0,0,3,3,"Uniform",3,3,0,0,0,0
769,"2014-04-29","Florida","Miami","Miami-Dade Police Department",1,2,1,"Unconfirmed","http://www.local10.com/news/dog-is-shot-dead-in-south-miami/25722868",,,"Unknown Pit Bull","Unknown",1,0,2,1,0,1,1,"Uniform",1,2,0,0,0,0
770,"2014-07-09","Alabama","Phenix City","Phenix City Police Department US Marshalls",1,50,0,"Boxer","http://www.wrbl.com/story/25982381/phenix-city-police-officer-shoots-kills-dog-for-barking-at-him-owner-claims",,,"Unknown Boxer","Unknown",2,0,1,0,0,0,2,"Uniform",2,2,0,0,0,0
771,"2012-10-19","Florida","Miami","Miami-Dade Police Department",1,2,0,"Unconfirmed","http://www.wtvy.com/home/headlines/Man-Shot-During-Altercation-with-Fla-Police-174951871.html",,,"Unknown","Unknown",1,0,2,0,1,1,1,"Uniform",3,3,2,2,2,0
772,"2010-01-27","Florida","Miami","Miami-Dade Police Department",1,2,0,"Unconfirmed","http://articles.sun-sentinel.com/2010-01-28/news/fl-miami-police-shoot-dog-20100128_1_miami-police-dog-suspect",,,"Unknown","Unknown",2,0,2,0,0,2,2,"Not Sure",0,2,2,0,2,0
773,"2013-06-18","Colorado","Thornton","Thornton Police Department",1,50,1,"Mixed Breed","http://www.denverpost.com/ci_23546083/thornton-police-shoot-2nd-dog-1-year-owner",,,"Sara","Unknown",1,0,1,0,0,1,1,"Uniform",3,3,0,0,2,0
774,"2013-12-18","Massachusetts","Springfield","Springfield MA Police Department and Juvenile Division",1,50,1,"German Shepherd and Rottweiler mix","http://www.masslive.com/news/index.ssf/2013/12/springfield_police_officer_sho_5.html",,,"Unknown German Shepard - Rottweiler mix","Unknown",1,1,1,0,0,1,2,"Uniform",1,2,0,0,0,0
775,"2012-09-14","Hawaii","Waianae","Honolulu Police Department",1,100,0,"American Bulldog","http://www.khon2.com/news/local/story/Dog-shot-and-killed-after-going-after-police/N9ayS3DBHkK2at_LB91qzg.cspx",,,"Angel","Unknown",0,0,1,0,0,0,2,"Uniform",3,3,0,0,0,0
776,"2002-09-08","Hawaii","Nanakuli","Honolulu Police Department",1,2,1,"Unconfirmed","http://the.honoluluadvertiser.com/article/2002/Sep/03/ln/ln34a.html",,,"Unknown Pit Bull","Two Unknown Police",0,1,0,0,0,0,2,"Uniform",2,2,1,0,0,0
777,"2014-08-28","Florida","Merritt Island","Brevard County Sheriff&rsquo;s Department ",1,2,0,"Unconfirmed","http://www.wftv.com/news/news/local/deputy-shoots-dog-jumped-out-truck-attacked-during/nhBb3/",,,"Unknown","Anthony Musante",1,0,0,1,0,1,1,"Uniform",3,3,0,0,0,0
778,"2009-07-04","Arizona","Phoenix","Arizona State Police",1,2,0,"Unconfirmed 8yo","http://justicefordunkin.blogspot.com/",,,"Dunkin Dog","S.D Soto, Robert Hardt and Two Unknown Police",0,0,0,0,0,0,2,"Uniform",3,3,2,2,2,0
779,"2014-03-18","Arizona","Phoenix","Phoenix Police Department",1,50,0,"Labrador Mix","http://www.fox10phoenix.com/story/25012505/2014/03/19/phoenix-police-officer-fires-weapon-at-family-dog",,,"Winter","Unknown",0,2,1,0,0,0,2,"Uniform",0,2,2,2,2,0
780,"2010-05-26","New Mexico","Albuquerque","Albuquerque Police Department",1,2,0,"Unconfirmed","https://www.youtube.com/watch?v=i-CWHJCyIdg",,,"Lichen","Unknown SWAT team",0,1,1,0,0,0,0,"Uniform",1,2,0,0,2,0
781,"2014-02-24","New Mexico","Albuquerque","Albuquerque Police Department",1,2,0,"Unconfirmed","http://www.abqjournal.com/358679/news/cop-shoots-dog-that-bit-3-teenagers.html",,,"Canela","Unknown",1,0,1,0,0,0,2,"Uniform",3,3,0,0,2,0
782,"2012-08-02","New Mexico","Albuquerque","Albuquerque Police Department",2,100,0,"American Bulldog","http://www.koat.com/news/new-mexico/albuquerque/Police-shoot-dog-after-afternoon-attack/14863486",,,"Two Unknown Dogs - American Bull Dog","Two Unknown Police",1,0,2,1,0,3,3,"Uniform",3,3,0,0,0,0
783,"2007-09-28","Arizona","Phoenix","Crow Wing Sheriff&rsquo;s Department",1,30,0,"Terrier Labrador","http://www.theagitator.com/2007/10/02/puppycide-11/",,,"Eddie","Two Unknown Police",2,0,1,0,0,0,2,"Uniform",2,2,2,2,2,0
784,"2009-02-10","California","Lancaster","Los Angeles County Sheriff&#039;s Department - Lancaster Sheriff&#039;s Station",1,2,1,"Unconfirmed","http://www.dailynews.com/general-news/20090218/dogs-attacking-people-at-antelope-valley-high-shot-by-deputies",,,"Unknown","Unknown",1,0,0,0,0,2,2,"Uniform",3,3,0,0,0,0
785,"2014-02-12","New Mexico","Las Cruces","Las Cruces Police Department",1,50,0,"Louisiana Catahoula Leopard Dog and Terrier mix","http://www.lcsun-news.com/las_cruces-news/ci_25128392/las-cruces-police-officer-shoots-kills-dog",,,"Jack","Rick Garcia",1,0,0,0,0,0,2,"Plain Clothes",3,3,0,0,2,0
786,"2014-07-07","New Mexico","Las Cruces","Las Cruces Police Department and Officer involved Incident Task Force",1,10,0,"Terrier Mix","http://www.kfoxtv.com/template/cgi-bin/archived.pl?type=basic&amp;file=/news/features/top-stories/stories/archive/2014/07/e6000K7H.xml#.VA8-evldXGA",,,"Mac","Unknown",1,0,0,0,0,0,2,"Uniform",3,3,0,0,2,0
787,"2010-07-30","Indiana","Muncie","Muncie Police Department",1,30,1,"Pit Bull","http://www.thestarpress.com/article/20100807/NEWS01/8070329/Officers-kill-pit-bull-MPD-to-consider-dart-guns",,,"Bishop","Chris Kirby, Kristopher Duncan and Shane Finnegan",1,0,0,0,0,0,2,"Uniform",3,0,0,0,2,0
788,"2014-02-26","New Mexico","Las Cruces","Border Patrol and Las Cruces Police Department",1,2,0,"Mixed","http://www.lcsun-news.com/las_cruces-news/ci_25241114/man-suspected-threatening-family-shooting-dog",,,"Unknown","Carmelo Diaz Jr.",1,0,0,0,0,0,0,"Plain Clothes",3,3,1,2,0,1
790,"2010-02-04","Illinois","Chicago","Chicago Police Department",1,2,0,"Unconfirmed","http://articles.chicagobreakingnews.com/2010-02-04/news/28528709_1_chicago-police-probes-shootings-independent-police-review-authority",,,"Unknown","Unknown",2,2,2,2,2,2,2,"Not Sure",1,2,2,2,2,2
791,"2011-03-04","Ohio","Columbus","Columbus Police Department",1,2,0,"Unconfirmed","http://www.change.org/p/please-demand-justice-for-mopz-innocent-dog-shot-and-killed-by-police-officer-in-columbus-ohio",,,"Mopz","Unknown",2,0,2,0,0,0,2,"Uniform",2,2,0,0,2,0
792,"2014-05-22","Ohio","Columbus","Columbus Police Department",1,50,1,"Labrador and Pit Bull mix","http://www.10tv.com/content/stories/2014/05/22/columbus-dangerous-animals.html",,,"Nala","Two Unknown Police",2,0,2,0,0,0,2,"Uniform",1,0,0,0,2,0
793,"2013-11-23","Ohio","Columbus","Columbus Police Department",1,50,1,"Boxer 7yo","http://www.nbc4i.com/story/23921165/woman-says-dog-shot-in-face-by-columbus-police-officer",,,"Koda or Cota","Two Unknown Police",0,1,2,0,0,0,2,"Uniform",1,2,0,2,2,0
794,"2014-07-03","New Jersey","New Brunswick","New Brunswick Police Department",2,2,1,"Unconfirmed","http://7online.com/news/4-year-old-nj-girl-mauled-by-pit-bull/157654/",,,"Two Unknown Dogs","Unknown",1,0,1,1,0,2,2,"Uniform",1,2,0,0,0,0
795,"2014-03-27","Louisiana","Houma","Houma Police Department",2,100,1,"Unconfirmed","http://www.wbtw.com/story/25092056/pit-bull-mauls-4-year-old-to-death-inside-home",,,"Niko and Unknown Dog","Unknown",1,0,1,1,0,2,2,"Uniform",1,2,0,0,0,0
796,"2012-03-20","Connecticut","Waterbury","Waterbury Police Department",2,2,1,"Unconfirmed","http://articles.courant.com/2012-03-21/news/hc-waterbury-pit-bull-maul-0322-20120321_1_pit-bulls-mauled-woman-stable-condition",,,"Two Unknown Dogs","Unknown",1,0,2,1,0,2,2,"Uniform",1,3,0,0,0,0
797,"2014-05-28","Oklahoma","Ardmore","Ardmore Police Department and Oklahoma State Bureau of Investigation",6,2,0,"Schnauzer and Multiple Breeds","http://www.kten.com/story/25635154/ardmore-sergeant-charged-with-animal-poisoning",,,"Snickers and 5 Unknown Dogs","Barry Antwine",0,0,2,0,0,0,0,"Plain Clothes",3,3,1,2,2,1
798,"2014-08-14","Ohio","Clarington","Ohio Department of Natural Resources",1,100,0,"Deer","http://www.timesleaderonline.com/page/content.detail/id/561380/New-light-shed-on-deer-s-origins.html?nav=5010",,,"Bucky","Unknown",1,0,2,0,0,3,3,"Uniform",3,3,0,0,0,0
800,"2014-06-24","West Virginia","Milton","West Virginia State Police Special Response Unit",1,30,0,"Beagle and Basset Hound mix 6yo","http://www.charlestondailymail.com/article/20140626/dm01/140629411",,,"Willy Pete AKA Willie Pete","S.T. Harper and 5-7 Unknown Police",0,0,1,0,0,0,0,"Uniform",0,2,2,2,1,2
801,"2013-10-07","New York","Port Chester","Port Chester Police Department",1,50,1,"Unconfirmed","http://patch.com/new-york/portchester/police-forced-to-kill-pit-bull-during-bloody-attack-in-port-chester-apt#.VBHvmfldXGA",,,"Unknown","Unknown",1,0,2,1,0,1,1,"Uniform",3,3,2,2,2,2
802,"2010-08-24","West Virginia","Unknown","West Virginia State Police",1,2,1,"Unconfirmed","http://www.wvgazette.com/article/20140714/GZ01/140719686/1419",,,"Unknown","S.T. Harper and Trooper Matheny",1,1,2,0,0,2,2,"Uniform",3,3,0,0,0,0
803,"2014-04-30","West Virginia","Wheeling","Wheeling Police Department",1,2,0,"German Shepherd","http://www.wtrf.com/story/25395721/officer-shoots-and-kills-allegedly-aggressive-dog-family-upset",,,"Unknown","Kyle Mull",0,0,2,0,0,2,1,"Uniform",3,3,0,0,2,0
804,"2011-05-02","West Virginia","Unknown","West Virginia State Police",1,2,1,"Unconfirmed","http://www.wvgazette.com/article/20140714/GZ01/140719686/1419",,,"Unknown","S.T. Harper",2,0,2,0,0,2,2,"Uniform",0,2,0,0,2,0
805,"2014-01-14","West Virginia","Unknown","West Virginia State Police",1,2,0,"Unconfirmed","http://www.wvgazette.com/article/20140714/GZ01/140719686/1419",,,"Unknown","B.D. Gillespie",2,0,2,0,0,2,2,"Uniform",0,2,2,0,2,0
806,"2014-06-06","West Virginia","Unknown","West Virginia State Police",1,2,1,"Unconfirmed","http://www.wvgazette.com/article/20140714/GZ01/140719686/1419",,,"Unknown","B.D. Gillespie",2,0,2,2,0,2,2,"Uniform",1,2,0,0,2,0
807,"2010-09-09","West Virginia","Unknown","West Virginia State Police",1,2,1,"Unconfirmed","http://www.wvgazette.com/assets/PDF/CH6199714.pdf",,,"Unknown","Corporal Curran and unidentified SWAT team",2,0,2,2,2,2,2,"Uniform",1,2,0,0,2,0
808,"2011-05-10","West Virginia","Unknown","West Virginia State Police",1,2,1,"Unconfirmed","http://www.wvgazette.com/article/20140714/GZ01/140719686/1419",,,"Unknown","TFC Kessel",2,0,2,0,0,2,2,"Uniform",1,2,2,0,2,0
809,"2011-09-07","West Virginia","Unknown","West Virginia State Police",1,2,1,"Unconfirmed","http://www.wvgazette.com/article/20140714/GZ01/140719686/1419",,,"Unknown","Trooper Nazelrod",2,2,2,0,0,2,2,"Uniform",1,2,0,2,2,0
810,"2011-12-02","West Virginia","Unknown","West Virginia State Police",1,2,1,"Unconfirmed","http://www.wvgazette.com/assets/PDF/CH6199714.pdf",,,"Unknown","TFC McCarty",2,2,2,0,0,2,2,"Uniform",1,2,0,0,2,0
811,"2011-03-28","West Virginia","Unknown","West Virginia State Police",1,2,1,"Unconfirmed","http://www.wvgazette.com/assets/PDF/CH6199714.pdf",,,"Unknown","Trooper Lowe and Senior Trooper Harris",2,2,2,2,0,1,2,"Uniform",2,2,0,0,0,0
812,"2012-08-09","West Virginia","Unknown","West Virginia State Police",1,2,1,"Unconfirmed","http://www.wvgazette.com/assets/PDF/CH6199714.pdf",,,"Unknown","M.L. Vance and J.R. Brewer",2,0,2,0,0,2,2,"Uniform",2,2,0,0,2,0
813,"2013-04-06","West Virginia","Unknown","West Virginia State Police",1,2,1,"Unconfirmed","http://www.wvgazette.com/assets/PDF/CH6199714.pdf",,,"Unknown","W.H. File",2,0,2,0,0,0,2,"Uniform",0,2,2,0,2,0
814,"2013-11-22","West Virginia","Unknown","West Virginia State Police",1,2,1,"Unconfirmed","http://www.wvgazette.com/assets/PDF/CH6199714.pdf",,,"Unknown","Sgt Curran and TFC White",2,0,2,0,0,1,1,"Uniform",1,2,2,0,0,0
815,"2014-03-06","West Virginia","Unknown","West Virginia State Police",1,2,1,"Unconfirmed","http://www.wvgazette.com/assets/PDF/CH6199714.pdf",,,"Unknown","C.K. McKenzie",2,0,2,0,0,2,2,"Uniform",1,2,0,0,2,0
